Unit,PO Date,PO ID,Vendor Name,Vendor Cntry,Item Category Descr,USD Amount
SYR01,12/03/2014,0000003636,KUEHNE AND NAGEL A/S,DNK,TRANSPORT SUPPORT,"229,425.00"
LBR01,13/03/2014,0000001681,SOS ASSISTANCE SA,CHE,MEETING/TRAVEL/ FOOD SER,"117,661.64"
KEN01,13/03/2014,0000006650,UNITED NATIONS OFFICE AT NAIROBI,KEN,HEALTHCARE SERVICES,"199,873.00"
HQSMS,13/03/2014,0000026369,Wood for Trees Ltd.,GBR,COMPUTER SERVICES,"118,833.33"
ETH01,13/03/2014,0000003167,MOENCO,ETH,4x4 SC PICP-UP,"191,552.17"
HQSMS,14/03/2014,0000026374,TOYOTA MOTOR CORPORATION,JPN,BUS,"140,795.30"
HQSMS,14/03/2014,0000026370,M.K. EXIM (INDIA) LIMITED,IND,BEDCLOTHES/ MATRESSES/ TOWELS,"365,585.00"
PAK01,14/03/2014,0000004437,WACKENHUT PAKISTAN (PVT) LTD,PAK,SECURITY/ SAFETY SERVICES,"100,471.34"
TZA01,14/03/2014,0000002756,SOAP AND ALLIED INDUSTRIES LIMITED,TZA,SOAP/CLEANING /HYGIENE SUPPLIE,"328,630.00"
TCD01,14/03/2014,0000004389,PNUD,TCD,SECURITY/ SAFETY SERVICES,"228,934.19"
HQSMS,17/03/2014,0000026391,ALLIED TRANSPORT AGENT,TZA,TRANSPORT SUPPORT,"196,149.60"
HQSMS,17/03/2014,0000026392,ALLIED TRANSPORT AGENT,TZA,TRANSPORT SUPPORT,"196,149.60"
HQSMS,17/03/2014,0000026394,BIDCO OIL REFINERIES LIMITED,KEN,SOAP/CLEANING /HYGIENE SUPPLIE,"268,755.00"
HQSMS,17/03/2014,0000026386,DHL GLOBAL FORWARDING (DENMARK) A/S,DNK,TRANSPORT SUPPORT,"127,880.00"
LBN01,18/03/2014,0000001260,MIC1  SAL,LBN,TELECOMS SERVICES,"292,500.00"
SYR01,18/03/2014,0000003641,FOUR SEASONS HOTEL,LBN,BUSINESS/ ADMINISTRATIVE SER,"185,631.71"
HQSMS,18/03/2014,0000026400,BADGECOM GMBH,CHE,PRINTER/ PRINTER ACCESSORIES,"107,604.00"
HQSMS,19/03/2014,0000026407,PA CONSULTING SERVICES LIMITED,GBR,COMPUTER SERVICES,"325,500.00"
HQSMS,19/03/2014,0000026413,WORLDFA EXPORTS PVT. LTD.,IND,KITCHENWARE,"334,490.00"
HQSMS,19/03/2014,0000026410,INTERNATIONAL DISPENSARY ASSOCIATION (ID,NLD,MISC DRUGS,"255,064.14"
HQSMS,19/03/2014,0000026418,Intermotive B.V.,NLD,SPARE PARTS/ ACCESSORIES,"159,077.02"
AFG01,19/03/2014,0000003383,Abdullah Mokhtarzada,CHE,BUSINESS/ ADMINISTRATIVE SER,"192,000.00"
IRQ01,20/03/2014,0000001949,Al Sami General Trade Company Ltd,JOR,BEDCLOTHES/ MATRESSES/ TOWELS,"364,179.49"
IRQ01,20/03/2014,0000001950,Al Sami General Trade Company Ltd,JOR,AIR CONDITIONING EQUIP/ SUPPL,"148,226.50"
HQSMS,20/03/2014,0000026428,RELIEF & MISSION LOGISTICS LTD,KEN,TRANSPORT SUPPORT,"144,000.00"
HQSMS,20/03/2014,0000026431,NET HEALTH LIMITED,TZA,MOSQUITO NET,"199,800.00"
SYR01,20/03/2014,0000003643,UNDP,USA,SECURITY/ SAFETY SERVICES,"112,400.00"
SSD01,20/03/2014,0000001324,ETHIOPIAN AIRLINES ENTERPRISE,ETH,CARGO/PASSENGER TRANSPORT,"165,490.00"
HQSMS,20/03/2014,0000026427,SPARTAN RELIEF SUPPLIES LIMITED,KEN,KITCHENWARE,"954,030.00"
HQSMS,20/03/2014,0000026421,MARSH LIMITED,GBR,INSURANCE SERVICES,"426,609.19"
PSFRR,20/03/2014,0000000419,METAMARKETING SERVICE srl,ITA,ADVERTISING/ INFORMATION SER,"239,398.08"
HQSMS,20/03/2014,0000026435,Anandtex International Private Limited,IND,BLANKETS,"622,164.87"
HQSMS,20/03/2014,0000026420,KUEHNE AND NAGEL A/S,DNK,CARGO/PASSENGER TRANSPORT,"186,390.00"
HQSMS,20/03/2014,0000026436,O.K.I. GENERAL TRADING LLC,ARE,BLANKETS,"385,374.60"
COD01,20/03/2014,0000005275,VODACOM KINSHASA,COD,TELECOMS SERVICES,"110,600.00"
HQSMS,20/03/2014,0000026424,Clements & Company Inc.,USA,INSURANCE SERVICES,"272,397.00"
LBN01,21/03/2014,0000001271,YOUSSEF GHAITH,LBN,BUSINESS/ ADMINISTRATIVE SER,"345,967.67"
HQSMS,21/03/2014,0000026445,Anandtex International Private Limited,IND,BLANKETS,"207,056.47"
DONIK,21/03/2014,0000000170,Fast Retailing Co. Ltd.,JPN,CLOTHING,"239,775.00"
KEN01,21/03/2014,0000006664,KNIGHT FRANK KENYA LTD,KEN,BUSINESS/ ADMINISTRATIVE SER,"153,882.51"
LBN01,21/03/2014,0000001270,FASTLINK S.A.L,LBN,BUSINESS/ ADMINISTRATIVE SER,"600,000.00"
HQSMS,21/03/2014,0000026440,ALLIED TRANSPORT AGENT,TZA,TRANSPORT SUPPORT,"130,000.00"
HQSMS,21/03/2014,0000026439,RELIEF & MISSION LOGISTICS LTD,KEN,TRANSPORT SUPPORT,"278,000.00"
JOR01,23/03/2014,0000002773,Moh'd Abdalrahaman Salameh & partners,JOR,MAINTENANCE/ CONSTRUCTION SER,"141,242.94"
HQSMS,23/03/2014,0000026450,Kuehne+Nagel,JOR,STORAGE/PACKING/HANDLING,"307,730.00"
HQSMS,24/03/2014,0000026456,TOYOTA GIBRALTAR STOCKHOLDINGS LTD,GBR,SAFETY/ RESCUE VEHICLE,"107,757.88"
HQSMS,24/03/2014,0000026458,Adobe Systems Software Ireland Limited,IRL,COMPUTER SERVICES,"125,885.45"
HQSMS,24/03/2014,0000026457,Intermotive B.V.,NLD,SPARE PARTS/ ACCESSORIES,"174,917.10"
KEN01,24/03/2014,0000006670,GALANA OIL KENYA LIMITED,KEN,DIESEL,"971,659.91"
HQSMS,24/03/2014,0000026451,BIDCO OIL REFINERIES LIMITED,KEN,SOAP/CLEANING /HYGIENE SUPPLIE,"280,417.44"
LBN01,24/03/2014,0000001274,AGILITY LOGISTICS LEBANON SAL,LBN,STORAGE/PACKING/HANDLING,"166,709.22"
HQSMS,25/03/2014,0000026467,Farmingtons AUTOMOTIVE Gmbh,DEU,ARMOURED VEHICLES,"1,102,220.00"
HQSMS,25/03/2014,0000026464,DHL GLOBAL FORWARDING (DENMARK) A/S,DNK,TRANSPORT SUPPORT,"111,200.00"
CONS,25/03/2014,0000005583,Claire Lewis,GBR,FINANCIAL SERVICES,"112,320.00"
HQSMS,25/03/2014,0000026466,KITCHEN ESSENTIALS,IND,WATER CANS,"159,340.00"
PSFRL,26/03/2014,0000000074,MEDIAEDGE:CIA INTERNATIONAL LIMITED,CAN,ADVERTISING/ INFORMATION SER,"480,000.00"
HQSMS,26/03/2014,0000026474,TOYOTA GIBRALTAR STOCKHOLDINGS LTD,GBR,4x4 STATION WAGON,"265,226.44"
HQSMS,26/03/2014,0000026476,SITA,CHE,COMPUTER SERVICES,"861,465.00"
IND01,28/03/2014,0000000393,RAMADHAR & COMPANY,IND,BUSINESS/ ADMINISTRATIVE SER,"314,676.41"
COD01,28/03/2014,0000005286,UNITED NATIONS DEVELOPMENT PROGRAM,COD,BUSINESS/ ADMINISTRATIVE SER,"325,903.88"
EGY01,30/03/2014,0000001431,Family Hospital Company,EGY,BUSINESS/ ADMINISTRATIVE SER,"109,147.50"
JOR01,30/03/2014,0000002787,Kuehne+Nagel,JOR,TRANSPORT SUPPORT,"169,491.53"
SYR01,31/03/2014,0000003651,ALHOUDA SARL,LBN,BEDCLOTHES/ MATRESSES/ TOWELS,"995,000.00"
TUR01,01/04/2014,0000001532,MEN ANORAK TEKSTIL,TUR,CLOTHING,"148,994.52"
HQSMS,01/04/2014,0000026492,UNITED NATIONS OFFICE AT GENEVA,CHE,BUSINESS/ ADMINISTRATIVE SER,"225,000.00"
HQSMS,01/04/2014,0000026493,NUTRISET SAS,FRA,PREPARED/ PRESERVED FOODS,"155,810.86"
HQSMS,02/04/2014,0000026506,THINK CONSULTING SOLUTIONS LTD.,GBR,COMPUTER SERVICES,"109,634.55"
YEM01,02/04/2014,0000002509,UNITED NATIONS DEVELOPMENT PROGRAMME,YEM,TELECOMS SERVICES,"114,451.38"
PAK01,02/04/2014,0000004444,NATIONAL TENT HOUSE,PAK,BEDCLOTHES/ MATRESSES/ TOWELS,"163,412.03"
PAK01,02/04/2014,0000004445,H. SHEIKH NOOR-UD-DIN AND SONS (PVT) LTD,PAK,BLANKETS,"127,538.40"
HQSMS,02/04/2014,0000026504,INTERNATIONAL DISPENSARY ASSOCIATION (ID,NLD,MISC DRUGS,"124,717.75"
HQSMS,02/04/2014,0000026498,RELTEX TARPAULINS (AFRICA) EPZ LTD,KEN,PLASTIC PRODUCTS (SHEETS & ROL,"260,600.00"
HQSMS,02/04/2014,0000026497,RELTEX TARPAULINS (AFRICA) EPZ LTD,KEN,PLASTIC PRODUCTS (SHEETS & ROL,"358,325.00"
HQSMS,02/04/2014,0000026496,RELTEX TARPAULINS (AFRICA) EPZ LTD,KEN,PLASTIC PRODUCTS (SHEETS & ROL,"130,300.00"
SSD01,02/04/2014,0000001329,TAAM PETROLEUM LTD.,SSD,DIESEL,"496,000.00"
SSD01,03/04/2014,0000001335,GAR-GAR TRANSPORTERS LTD,SSD,CARGO/PASSENGER TRANSPORT,"112,000.00"
SSD01,03/04/2014,0000001338,UNDP RESIDENT REPRESANTATIVE  SUDAN JUBA,SDN,BUSINESS/ ADMINISTRATIVE SER,"122,308.00"
MMR01,03/04/2014,0000001498,"Khine Yan Naing Construction Co., Ltd.",MMR,MAINTENANCE/ CONSTRUCTION SER,"103,694.07"
SEN01,03/04/2014,0000001824,SOCIETE CIVILE IMMO FAALO,SEN,BUSINESS/ ADMINISTRATIVE SER,"100,667.55"
SSD01,04/04/2014,0000001344,KUEHNE AND NAGEL A/S,DNK,CARGO/PASSENGER TRANSPORT,"2,000,000.00"
RWA01,04/04/2014,0000001023,AGESPRO SECURITY,RWA,SECURITY/ SAFETY SERVICES,"104,316.05"
HQSMS,07/04/2014,0000026536,KITCHEN ESSENTIALS,IND,WATER CANS,"116,792.50"
SYR01,07/04/2014,0000003661,Hani Abou Khamis,FRA,MISC MEDICAL SUPPLIES,"130,674.01"
SYR01,07/04/2014,0000003662,Amico Enterprises FZE,ARE,MISC MEDICAL SUPPLIES,"271,500.00"
SYR01,07/04/2014,0000003663,JUDEX,LBN,MISC MEDICAL SUPPLIES,"394,800.00"
HQSMS,07/04/2014,0000026544,TECHNO RELIEF OVERSEAS (I) PVT LTD,IND,BEDCLOTHES/ MATRESSES/ TOWELS,"156,585.00"
ESH01,07/04/2014,0000000301,KUEHNE AND NAGEL A/S,DNK,CHARTERS,"170,357.63"
HQSMS,07/04/2014,0000026541,KITCHEN ESSENTIALS,IND,BEDCLOTHES/ MATRESSES/ TOWELS,"313,820.00"
HQSMS,07/04/2014,0000026539,ALPINTER,BEL,WATER CANS,"249,888.00"
KOR01,08/04/2014,0000000570,Appco Korea Ltd.,KOR,ADVERTISING/ INFORMATION SER,"823,199.25"
KOR01,08/04/2014,0000000569,"Doum & Nanum Co., Ltd.",KOR,ADVERTISING/ INFORMATION SER,"449,017.77"
HQSMS,08/04/2014,0000026556,M.K. EXIM (INDIA) LIMITED,IND,BEDCLOTHES/ MATRESSES/ TOWELS,"190,740.00"
LBN01,08/04/2014,0000001296,PROTECTRON,LBN,SECURITY/ SAFETY SERVICES,"217,576.29"
ZAF01,08/04/2014,0000001165,UNITED NATIONS DEVELOPMENT PROGRAMME,ZAF,BUSINESS/ ADMINISTRATIVE SER,"125,553.82"
DONIK,08/04/2014,0000000174,Fast Retailing Co. Ltd.,JPN,CLOTHING,"1,299,500.00"
DONIK,08/04/2014,0000000173,Fast Retailing Co. Ltd.,JPN,CLOTHING,"120,750.00"
HQSMS,09/04/2014,0000026585,Paramount Tarpaulin Industries,PAK,PERSONAL CARE PRODUCTS,"175,014.00"
HQSMS,09/04/2014,0000026571,RMA Automotive Company Limited,THA,BUSINESS/ ADMINISTRATIVE SER,"139,729.00"
Unit,PO Date,PO ID,Vendor Name,Vendor Cntry,Item Category Descr,USD Amount
HQSMS,09/04/2014,0000026569,NV Reibel SA,BEL,BUSINESS/ ADMINISTRATIVE SER,"160,807.43"
IRN01,09/04/2014,0000005706,Danish Refugee Council,DNK,BUSINESS/ ADMINISTRATIVE SER,"130,000.00"
ETH01,09/04/2014,0000003226,WORLD FOOD PROGRAMME,ITA,CHARTERS,"1,843,200.00"
HQSMS,09/04/2014,0000026583,TOYOTA GIBRALTAR STOCKHOLDINGS LTD,GBR,SAFETY/ RESCUE VEHICLE,"145,631.99"
HQSMS,10/04/2014,0000026586,KUEHNE AND NAGEL A/S,DNK,TRANSPORT SUPPORT,"115,775.00"
LBN01,11/04/2014,0000001312,GLOBEMED LEBANON SAL,LBN,HEALTHCARE SERVICES,"1,126,338.26"
SSD01,11/04/2014,0000001357,TAAM PETROLEUM LTD.,SSD,DIESEL,"287,552.90"
SYR01,13/04/2014,0000003673,FOUR SEASONS HOTEL,LBN,BUSINESS/ ADMINISTRATIVE SER,"214,678.38"
HQSMS,14/04/2014,0000026636,BADGECOM GMBH,CHE,PRINTER/ PRINTER ACCESSORIES,"163,975.00"
KEN01,14/04/2014,0000006703,EQUITY BANK LTD -DADAAB,KEN,SECURITY/ SAFETY SERVICES,"283,466.39"
HQSMS,14/04/2014,0000026629,HUGH WOOD INC,USA,INSURANCE SERVICES,"191,728.29"
SYR01,14/04/2014,0000003677,KUEHNE AND NAGEL A/S,DNK,TRANSPORT SUPPORT,"102,900.00"
HQSMS,14/04/2014,0000026627,HUGH WOOD INC,USA,INSURANCE SERVICES,"170,347.76"
COD01,14/04/2014,0000005303,WORLD FOOD PROGRAMME,ITA,CHARTERS,"413,584.52"
HQSMS,14/04/2014,0000026613,Anandtex International Private Limited,IND,BLANKETS,"2,074,132.82"
SSD01,14/04/2014,0000001364,JIMMY GENERAL TRADING,SSD,BUSINESS/ ADMINISTRATIVE SER,"300,000.00"
HQSMS,15/04/2014,0000026604,ALPINTER,BEL,PLASTIC PRODUCTS (SHEETS & ROL,"2,292,400.00"
PAK01,15/04/2014,0000004458,ALPINTER,BEL,KITCHENWARE,"137,077.12"
HQSMS,15/04/2014,0000026594,Paramount Tarpaulin Industries,PAK,BLANKETS,"1,431,000.00"
PAK01,15/04/2014,0000004459,DEPARTMENT OF FOREIGN AFFAIRS AND TRADE,AUS,BUSINESS/ ADMINISTRATIVE SER,"133,409.73"
HQSMS,15/04/2014,0000026663,KUEHNE AND NAGEL A/S,DNK,CARGO/PASSENGER TRANSPORT,"191,000.00"
PAK01,15/04/2014,0000004461,WACKENHUT PAKISTAN (PVT) LTD,PAK,SECURITY/ SAFETY SERVICES,"101,957.59"
HQSMS,15/04/2014,0000026657,DHL GLOBAL FORWARDING (DENMARK) A/S,DNK,TRANSPORT SUPPORT,"133,638.24"
HQSMS,15/04/2014,0000026588,TECHNO TARP & POLIMERS PVT LTD,IND,PLASTIC PRODUCTS (SHEETS & ROL,"176,418.00"
HQSMS,15/04/2014,0000026659,WFP Tanzania,TZA,STORAGE/PACKING/HANDLING,"164,000.00"
HQSMS,15/04/2014,0000026644,BRUNO SRL,ITA,WATER COOLED POWER GENERATORS,"107,715.27"
HQSMS,15/04/2014,0000026648,TRANSIMEX,CMR,STORAGE/PACKING/HANDLING,"160,000.00"
HQSMS,16/04/2014,0000026603,ALPINTER,BEL,PLASTIC PRODUCTS (SHEETS & ROL,"286,550.00"
HQSMS,16/04/2014,0000026667,INTERNATIONAL DISPENSARY ASSOCIATION (ID,NLD,MISC DRUGS,"336,235.50"
SYR01,16/04/2014,0000003682,THE INT. FOR FOAM&MATRESSES MANUFACTURIN,JOR,BEDCLOTHES/ MATRESSES/ TOWELS,"5,360,534.00"
KEN01,16/04/2014,0000006712,RELTEX TARPAULINS (AFRICA) EPZ LTD,KEN,PLASTIC PRODUCTS (SHEETS & ROL,"190,889.50"
BDI01,16/04/2014,0000000701,INTERPETROL BURUNDI,BDI,DIESEL,"113,968.13"
ETH01,16/04/2014,0000003251,DES GENERAL TRADING PLC,ETH,BEDCLOTHES/ MATRESSES/ TOWELS,"169,072.81"
HQSMS,16/04/2014,0000026674,KUEHNE AND NAGEL A/S,DNK,CARGO/PASSENGER TRANSPORT,"362,000.00"
HQSMS,16/04/2014,0000026670,KATE FREIGHT AND TRAVEL LTD,KEN,STORAGE/PACKING/HANDLING,"170,205.37"
HQSMS,16/04/2014,0000026668,IMRES,NLD,MISC MEDICAL SUPPLIES,"172,812.28"
PAK01,17/04/2014,0000004465,FALAK INTERNATIONAL GOODS TRANSPORT CO,PAK,TRANSPORT SUPPORT,"112,153.34"
MLI01,17/04/2014,0000000172,BATEX-Commerce et Industrie,MLI,CLOTHING,"125,834.44"
PAK01,17/04/2014,0000004468,WACKENHUT PAKISTAN (PVT) LTD,PAK,SECURITY/ SAFETY SERVICES,"124,293.43"
HQSMS,17/04/2014,0000026686,WORLDFA EXPORTS PVT. LTD.,IND,KITCHENWARE,"2,524,860.00"
HQSMS,17/04/2014,0000026688,VISHAL METAL INDUSTRIES,IND,KITCHENWARE,"808,241.00"
HQSMS,18/04/2014,0000026690,ALPINTER,BEL,KITCHENWARE,"210,700.00"
HQSMS,18/04/2014,0000026710,DAMCO DENMARK A/S,DNK,TRANSPORT SUPPORT,"542,847.31"
HQSMS,18/04/2014,0000026671,PARKASH WOOLEN INDUSTRIES,IND,BLANKETS,"106,704.00"
HQSMS,18/04/2014,0000026673,O.K.I. GENERAL TRADING LLC,ARE,BLANKETS,"153,046.80"
HQSMS,18/04/2014,0000026702,ALPINTER,BEL,KITCHENWARE,"406,350.00"
HQSMS,18/04/2014,0000026696,VISHAL METAL INDUSTRIES,IND,KITCHENWARE,"120,265.60"
HQSMS,18/04/2014,0000026717,NET HEALTH LIMITED,TZA,MOSQUITO NET,"284,700.00"
HQSMS,18/04/2014,0000026676,TECHNO TARP & POLIMERS PVT LTD,IND,PLASTIC PRODUCTS (SHEETS & ROL,"553,373.00"
JOR01,20/04/2014,0000002836,G4S Secure Solutions Int'l Inc. Jordan,JOR,SECURITY/ SAFETY SERVICES,"102,680.07"
HQSMS,20/04/2014,0000026719,RVB INTERNATIONAL LTD,ARE,WATER BUCKET/ BASINE,"318,489.60"
TUR01,21/04/2014,0000001546,NATUREL ENDUSTRIYEL URUNLER VE TESISLER,TUR,MAINTENANCE/ CONSTRUCTION SER,"1,009,936.93"
PSFRR,22/04/2014,0000000423,Numero Blu Servizi SpA,ITA,ADVERTISING/ INFORMATION SER,"254,470.43"
HQSMS,22/04/2014,0000026742,KUEHNE AND NAGEL A/S,DNK,CARGO/PASSENGER TRANSPORT,"1,438,000.00"
HQSMS,23/04/2014,0000026757,TOYOTA GIBRALTAR STOCKHOLDINGS LTD,GBR,TERRAIN VEHICLES,"210,783.37"
KEN01,23/04/2014,0000006726,GALANA OIL KENYA LIMITED,KEN,DIESEL,"848,779.36"
JORSC,23/04/2014,0000000130,UltiSat Inc.,USA,SATELLITE EQUIP/ ACCESSORIES,"195,295.00"
PSFRR,24/04/2014,0000000432,DEMO TV LTD,GBR,ADVERTISING/ INFORMATION SER,"233,837.69"
SYR01,24/04/2014,0000003689,NATIONAL COMPANY FOR TRADING & DISTRIBUT,LBN,PERSONAL CARE PRODUCTS,"149,250.00"
ETH01,24/04/2014,0000003270,AVON INDUSTRIES PLC,ETH,WATER CANS,"123,840.00"
COD01,24/04/2014,0000005329,SONAS KASAVUBU,COD,INSURANCE SERVICES,"206,167.00"
HQSMS,24/04/2014,0000026764,DHL GLOBAL FORWARDING (DENMARK) A/S,DNK,TRANSPORT SUPPORT,"509,939.46"
HQSMS,25/04/2014,0000026788,KUEHNE AND NAGEL A/S,DNK,TRANSPORT SUPPORT,"137,400.00"
CAN01,25/04/2014,0000000629,Public Outreach Consultancy INC.,CAN,BUSINESS/ ADMINISTRATIVE SER,"126,188.80"
SYR01,27/04/2014,0000003692,BAALBAKI GROUP SA (OFF-SHORE) LTD,LBN,BEDCLOTHES/ MATRESSES/ TOWELS,"3,693,259.97"
HQSMS,28/04/2014,0000026798,KUEHNE AND NAGEL A/S,DNK,TRANSPORT SUPPORT,"259,300.00"
SYR01,28/04/2014,0000003693,MHD. BASEM AL-MOUNAKKEL,KWT,SOAP/CLEANING /HYGIENE SUPPLIE,"460,750.00"
JOR01,28/04/2014,0000002877,Abdel salam shunnar&partners CO quality&,JOR,MAINTENANCE/ CONSTRUCTION SER,"120,056.50"
HQSMS,28/04/2014,0000026804,VERSEIDAG BALLISTIC PROTECTION OY,FIN,PERSONAL SAFETY/ PROTECTION,"221,009.62"
SYR01,28/04/2014,0000003694,ALKHOULY & QURAIT,SYR,PERSONAL CARE PRODUCTS,"1,020,000.00"
LBN01,29/04/2014,0000001330,AGILITY LOGISTICS LEBANON SAL,LBN,STORAGE/PACKING/HANDLING,"257,684.56"
SSD01,29/04/2014,0000001392,ZES CONSTRUCTION,SSD,HEALTHCARE SERVICES,"133,622.21"
HQSMS,29/04/2014,0000026810,DHL GLOBAL FORWARDING (DENMARK) A/S,DNK,TRANSPORT SUPPORT,"266,246.19"
HQSMS,29/04/2014,0000026780,O.K.I. GENERAL TRADING LLC,ARE,BLANKETS,"100,422.60"
THA01,01/05/2014,0000000985,APPCO LIMITED,THA,ADVERTISING/ INFORMATION SER,"154,942.67"
HQSMS,02/05/2014,0000026850,TECHNO TARP & POLIMERS PVT LTD,IND,PLASTIC PRODUCTS (SHEETS & ROL,"151,900.00"
HQSMS,02/05/2014,0000026849,TECHNO TARP & POLIMERS PVT LTD,IND,PLASTIC PRODUCTS (SHEETS & ROL,"294,000.00"
HQSMS,04/05/2014,0000026859,O.K.I. GENERAL TRADING LLC,ARE,KITCHENWARE,"129,640.00"
HQSMS,04/05/2014,0000026857,WORLDFA EXPORTS PVT. LTD.,IND,KITCHENWARE,"604,240.00"
HQSMS,04/05/2014,0000026855,BALDEV WOOLLEN INTERNATIONAL,IND,KITCHENWARE,"245,756.00"
HQSMS,04/05/2014,0000026861,O.K.I. GENERAL TRADING LLC,ARE,KITCHENWARE,"155,568.00"
SDN01,05/05/2014,0000004987,Aswar Multi Activities Company,SDN,SECURITY/ SAFETY SERVICES,"391,500.00"
TUR01,05/05/2014,0000001564,GUVENCEM VERI UYGULAMA HIZMETLERI,TUR,FINANCIAL SERVICES,"150,037.74"
HQSMS,05/05/2014,0000026825,N-R-S INTERNATIONAL -  FZE,ARE,PLASTIC PRODUCTS (SHEETS & ROL,"130,000.00"
HQSMS,06/05/2014,0000026869,GENERAL MOTORS E. A. LIMITED,KEN,GENERAL CARGO TRUCKS,"352,400.00"
HQSMS,06/05/2014,0000026877,NOVACOM SERVICES,FRA,TELECOMS SERVICES,"180,000.00"
HQSMS,06/05/2014,0000026882,DHL GLOBAL FORWARDING (DENMARK) A/S,DNK,TRANSPORT SUPPORT,"337,503.15"
HQSMS,06/05/2014,0000026884,WIPRO LIMITED,GBR,COMPUTER SERVICES,"1,000,000.00"
TCD01,06/05/2014,0000004489,ALI  ISSA TCHAIMI,TCD,BUSINESS/ ADMINISTRATIVE SER,"210,730.40"
EGY01,06/05/2014,0000001456,Egyptian Post Authority,EGY,FINANCIAL SERVICES,"1,368,793.92"
HQSMS,07/05/2014,0000026896,"B.Alberink, Design2Learn",CHE,EDUCATION/ TRAINING SERVICES,"108,346.55"
HQSMS,07/05/2014,0000026863,NATIONAL TENT HOUSE,PAK,BLANKETS,"216,679.20"
HQSMS,07/05/2014,0000026838,ALPINTER,BEL,PLASTIC PRODUCTS (SHEETS & ROL,"323,020.00"
HQSMS,07/05/2014,0000026888,THE MEDICAL EXPORT GROUP BV,NLD,MISC DRUGS,"126,196.07"
KEN01,07/05/2014,0000006763,G4S SECURITY SERVICES (K) LTD,KEN,SECURITY/ SAFETY SERVICES,"437,714.28"
HQSMS,07/05/2014,0000026824,N-R-S INTERNATIONAL -  FZE,ARE,PLASTIC PRODUCTS (SHEETS & ROL,"371,800.00"
SYR01,08/05/2014,0000003714,FOUR SEASONS HOTEL,LBN,BUSINESS/ ADMINISTRATIVE SER,"290,533.89"
SYR01,08/05/2014,0000003708,SYRIATEL MOBILE TELECOM,SYR,TELECOMS SERVICES,"102,596.99"
JOR01,08/05/2014,0000002893,JASCCO,JOR,MAINTENANCE/ CONSTRUCTION SER,"152,847.46"
HQSMS,08/05/2014,0000026902,NOVACOM SERVICES,FRA,SATELLITE EQUIP/ ACCESSORIES,"121,000.00"
HQSMS,09/05/2014,0000026910,TOYOTA GIBRALTAR STOCKHOLDINGS LTD,GBR,SAFETY/ RESCUE VEHICLE,"174,577.73"
HQSMS,09/05/2014,0000026909,VESTERGAARD GROUP S.A.,CHE,MOSQUITO NET,"146,032.80"
DONIK,09/05/2014,0000000177,Stichting IKEA Foundation,NLD,BEDCLOTHES/ MATRESSES/ TOWELS,"2,875,000.00"
HQSMS,09/05/2014,0000026912,XEROX AG,CHE,REPRODUCTION SERVICES,"115,503.96"
Unit,PO Date,PO ID,Vendor Name,Vendor Cntry,Item Category Descr,USD Amount
HQSMS,09/05/2014,0000026908,VESTERGAARD GROUP S.A.,CHE,MOSQUITO NET,"146,032.80"
IRQ01,12/05/2014,0000001986,Samman & Co.,JOR,FINANCIAL SERVICES,"319,311.00"
ETH01,12/05/2014,0000003303,BEE FREIGHT TRANSPORT ASSOCIATION,ETH,TRANSPORT SUPPORT,"100,192.94"
SSD01,13/05/2014,0000001425,PACIFIC ARCHITECTS AND ENGINEERS INC.,USA,CARGO/PASSENGER TRANSPORT,"123,760.14"
SYR01,13/05/2014,0000003717,"NAZHA Travel, Tourism & Freight",LBN,TRANSPORT SUPPORT,"283,138.35"
SYR01,13/05/2014,0000003719,KHULUD SIRRI HALABI / DHL Express,LBN,TRANSPORT SUPPORT,"108,345.00"
HQSMS,13/05/2014,0000026925,PLANSON EUROPE,DNK,TONERS/ RIBBONS/ CARTRIDGES,"151,181.00"
GEO01,13/05/2014,0000001533,VITALI GAMBASHIDZE IE,GEO,BEDCLOTHES/ MATRESSES/ TOWELS,"107,255.03"
HQSMS,14/05/2014,0000026584,NATIONAL TENT HOUSE,PAK,BLANKETS,"128,459.40"
SYR01,14/05/2014,0000003720,ALHOUDA SARL,LBN,PERSONAL CARE PRODUCTS,"162,680.00"
HQSMS,14/05/2014,0000026939,DAMCO DENMARK A/S,DNK,CARGO/PASSENGER TRANSPORT,"254,149.38"
HQSMS,14/05/2014,0000026930,FREQUENCE TV SARL,CHE,COMPUTER SERVICES,"202,291.05"
HQSMS,14/05/2014,0000026890,NATIONAL TENT HOUSE,PAK,BLANKETS,"314,670.00"
HQSMS,15/05/2014,0000026949,"NISSAN TRADING CO., LTD.",JPN,SEDAN,"147,880.00"
HQSMS,15/05/2014,0000026944,HEXAWARE TECHNOLOGIES LIMITED UK,GBR,COMPUTER SERVICES,"129,600.00"
HQSMS,15/05/2014,0000026940,HYDRAFORM INTERNATIONAL (PTY) LTD,ZAF,BRICK-MAKING EQUIPMENT,"148,229.52"
HQSMS,15/05/2014,0000026948,KUEHNE AND NAGEL A/S,DNK,CARGO/PASSENGER TRANSPORT,"185,500.00"
CMR01,15/05/2014,0000001845,MAG EXIM ET EQUIPEMENT CAMEROUN SARL,CMR,MAINTENANCE/ CONSTRUCTION SER,"123,277.28"
TZA01,16/05/2014,0000002815,ENGEN PETROLEUM (TANZANIA) LTD,TZA,DIESEL,"304,883.19"
