Unit,PO Date,PO ID,Vendor Name,Vendor Cntry,Item Category Descr,USD Amount
HQSMS,19/03/2013,0000022525,M.K. EXIM (INDIA) LIMITED,IND,BEDCLOTHES/ MATRESSES/ TOWELS,"115,600.00"
KEN01,19/03/2013,0000005754,HASS PETROLEUM (K) LTD,KEN,DIESEL,"231,124.00"
KEN01,19/03/2013,0000005756,G4S SECURITY SERVICES (K) LTD,KEN,SECURITY/ SAFETY SERVICES,"326,328.65"
KEN01,19/03/2013,0000005758,G4S SECURITY SERVICES (K) LTD,KEN,SECURITY/ SAFETY SERVICES,"118,315.74"
LBN01,19/03/2013,0000000673,ORIENT MANUFACTURING & TRADING CO - OMAT,LBN,OTHER SPECIALIZED VEHICLES,"227,709.42"
LBN01,19/03/2013,0000000675,BOUSTANY  UNITED MACHINERIES CO.,LBN,TERRAIN VEHICLES,"160,000.00"
PSFRR,19/03/2013,0000000115,Numero Blu Servizi SpA,ITA,ADVERTISING/ INFORMATION SER,"110,196.66"
SLE01,19/03/2013,0000000812,"GOODING,Angela",SLE,BUSINESS/ ADMINISTRATIVE SER,"100,111.44"
BDI01,20/03/2013,0000000534,UNITED NATIONS DEVELOPMENT PROGRAMME,BDI,BUSINESS/ ADMINISTRATIVE SER,"119,579.84"
HQSMS,20/03/2013,0000022532,SWISSCOM (Switzerland) Ltd,CHE,TELECOMS SERVICES,"126,182.97"
HQSMS,20/03/2013,0000022535,UNITED NATIONS OFFICE AT GENEVA,CHE,BUSINESS/ ADMINISTRATIVE SER,"240,638.00"
TCD01,20/03/2013,0000003889,PRESTON INTERNATIONAL SARL,TCD,OILS,"144,813.78"
TZA01,20/03/2013,0000002389,TOTAL (T) LTD,TZA,DIESEL,"920,594.22"
HQSMS,21/03/2013,0000022541,W. GIERTSEN HALLSYSTEM AS,CHE,PREFABRICATED Warehouse,"159,000.00"
HQSMS,21/03/2013,0000022543,SITA,CHE,COMPUTER SERVICES,"687,292.16"
JOR01,21/03/2013,0000001903,Kuehne+Nagel,JOR,TRANSPORT SUPPORT,"282,485.88"
MMR01,21/03/2013,0000001170,DAW KHIN AYE,MMR,BUSINESS/ ADMINISTRATIVE SER,"108,000.00"
HQSMS,22/03/2013,0000022545,EXPORT TRADING COMPANY LTD,KEN,WATER BUCKET/ BASINE,"225,335.00"
HQSMS,22/03/2013,0000022548,N-R-S INTERNATIONAL -  FZE,ARE,TENT/ CAMP/ OUTDOOR EQUIP/ ACC,"4,255,740.00"
HQSMS,22/03/2013,0000022549,KUEHNE AND NAGEL A/S,DNK,TRANSPORT SUPPORT,"194,480.00"
HQSMS,22/03/2013,0000022550,ALPINTER,BEL,TENT/ CAMP/ OUTDOOR EQUIP/ ACC,"827,925.00"
KEN01,22/03/2013,0000005779,G4S SECURITY SERVICES (K) LTD,KEN,SECURITY/ SAFETY SERVICES,"260,594.46"
DJI01,25/03/2013,0000000604,AGS - AGENCE GENERALE DE SERVICE,DJI,SECURITY/ SAFETY SERVICES,"173,362.80"
DONIK,25/03/2013,0000000115,Stichting IKEA Foundation,NLD,LAMP/ LAMP COMPONENTS,"325,920.00"
HQSMS,25/03/2013,0000022555,WFP Tanzania,TZA,STORAGE/PACKING/HANDLING,"114,000.00"
SSD01,25/03/2013,0000000666,NEW VISION ENGINEERING CO. LTD,SSD,BUSINESS/ ADMINISTRATIVE SER,"148,995.00"
HQSMS,26/03/2013,0000022560,ALPINTER,BEL,TENT/ CAMP/ OUTDOOR EQUIP/ ACC,"1,245,000.00"
HQSMS,26/03/2013,0000022562,ID INTEGRATED DATA SA,CHE,COMPUTER SERVICES,"532,812.13"
HQSMS,26/03/2013,0000022567,TOYOTA GIBRALTAR STOCKHOLDINGS LTD,GBR,TERRAIN VEHICLES,"109,718.21"
HQSMS,26/03/2013,0000022572,N-R-S INTERNATIONAL -  FZE,ARE,TENT/ CAMP/ OUTDOOR EQUIP/ ACC,"3,846,150.00"
HQSMS,26/03/2013,0000022573,KUEHNE AND NAGEL A/S,DNK,TRANSPORT SUPPORT,"194,990.00"
HQSMS,26/03/2013,0000022574,INTERNATIONAL DISPENSARY ASSOCIATION (ID,NLD,MISC DRUGS,"172,571.32"
KEN01,26/03/2013,0000005784,HASS PETROLEUM (K) LTD,KEN,DIESEL,"115,879.83"
PAK01,26/03/2013,0000004029,WACKENHUT PAKISTAN (PVT) LTD,PAK,SECURITY/ SAFETY SERVICES,"141,499.29"
YEM01,26/03/2013,0000002282,MUSALAM TRADING CO.,YEM,CUTTING/ PUNCHING TOOLS,"380,964.00"
HQSMS,27/03/2013,0000022593,CODAN LTD.,AUS,HF EQUIPMENT,"174,489.24"
IRQ01,27/03/2013,0000001602,UNITED NATIONS ASS. MISSION FOR IRAQ,KWT,BUSINESS/ ADMINISTRATIVE SER,"117,980.00"
SDN01,27/03/2013,0000004573,Aswar Multi Activities Company,SDN,SECURITY/ SAFETY SERVICES,"412,686.00"
THA01,27/03/2013,0000000846,APPCO LIMITED,THA,ADVERTISING/ INFORMATION SER,"825,201.07"
YEM01,27/03/2013,0000002286,STALLION SECURITY & SAFETY SERVICES LTD.,YEM,SECURITY/ SAFETY SERVICES,"111,600.00"
ETH01,28/03/2013,0000002497,SUGAR CORPORATION,ETH,FUELS (UNSPECIFIED),"207,037.64"
HQSMS,28/03/2013,0000022615,TECHNO RELIEF SERVICES LTD,KEN,PERSONAL CARE PRODUCTS,"138,240.00"
PSFRR,28/03/2013,0000000118,Numero Blu Servizi SpA,ITA,ADVERTISING/ INFORMATION SER,"126,231.72"
SSD01,28/03/2013,0000000667,MFI Office Solutions  (S.S) Ltd,SDN,TONERS/ RIBBONS/ CARTRIDGES,"122,067.00"
HQSMS,29/03/2013,0000022625,NATIONAL TENT HOUSE,PAK,BLANKETS,"985,101.60"
HQSMS,29/03/2013,0000022626,KUEHNE AND NAGEL A/S,DNK,TRANSPORT SUPPORT,"162,425.00"
HQSMS,29/03/2013,0000022628,TECHNO RELIEF OVERSEAS (I) PVT LTD,IND,KITCHENWARE,"518,000.00"
HQSMS,29/03/2013,0000022630,VANDANA LOGISTICS,IND,KITCHENWARE,"844,862.40"
HQSMS,29/03/2013,0000022631,KUEHNE AND NAGEL A/S,DNK,TRANSPORT SUPPORT,"333,550.00"
HQSMS,29/03/2013,0000022634,Safe Host SA,CHE,TELECOMS SERVICES,"126,182.97"
RWA01,01/04/2013,0000000885,DELTA PETROLEUM RWANDA LTD,RWA,DIESEL,"173,692.91"
HQSMS,02/04/2013,0000022638,SOGETI (SUISSE) SA,CHE,COMPUTER SERVICES,"410,524.11"
HQSMS,02/04/2013,0000022639,BESTNET A/S,DNK,MOSQUITO NET,"175,200.00"
JOR01,02/04/2013,0000001917,Food Security stores,JOR,PREPARED/ PRESERVED FOODS,"1,148,716.68"
KEN01,02/04/2013,0000005794,GALANA OIL KENYA LIMITED,KEN,DIESEL,"225,846.87"
KEN01,02/04/2013,0000005796,TECHNO RELIEF SERVICES LTD,KEN,WATER CANS,"184,813.98"
DONIK,03/04/2013,0000000116,Stichting IKEA Foundation,NLD,BEDCLOTHES/ MATRESSES/ TOWELS,"584,350.00"
HQSMS,03/04/2013,0000022649,TOYOTA MOTOR CORPORATION,JPN,TERRAIN VEHICLES,"121,867.05"
KEN01,03/04/2013,0000005798,KNIGHT FRANK KENYA LTD,KEN,BUSINESS/ ADMINISTRATIVE SER,"155,501.38"
SSD01,03/04/2013,0000000668,GAR-GAR TRANSPORTERS LTD,SSD,TRANSPORT SUPPORT,"130,000.00"
HQSMS,04/04/2013,0000022657,N-R-S INTERNATIONAL -  FZE,ARE,WATER CANS,"123,750.00"
HQSMS,04/04/2013,0000022660,BIDCO OIL REFINERIES LIMITED,KEN,SOAP/CLEANING /HYGIENE SUPPLIE,"281,105.00"
HQSMS,04/04/2013,0000022662,N-R-S INTERNATIONAL -  FZE,ARE,PLASTIC PRODUCTS (SHEETS & ROL,"243,210.20"
HQSMS,04/04/2013,0000022666,DGM VERON GRAUER S.A.,CHE,BUSINESS/ ADMINISTRATIVE SER,"251,572.33"
DONIK,05/04/2013,0000000117,Stichting IKEA Foundation,NLD,LAMP/ LAMP COMPONENTS,"651,840.00"
DONIK,05/04/2013,0000000118,Stichting IKEA Foundation,NLD,BEDCLOTHES/ MATRESSES/ TOWELS,"150,800.00"
HQSMS,05/04/2013,0000022668,TOYOTA GIBRALTAR STOCKHOLDINGS LTD,GBR,DELIVERY VEHICLES/ PICK-UPS,"342,404.64"
KEN01,05/04/2013,0000005800,GALANA OIL KENYA LIMITED,KEN,DIESEL,"525,668.17"
KEN01,05/04/2013,0000005801,GALANA OIL KENYA LIMITED,KEN,DIESEL,"236,337.23"
SWE01,05/04/2013,0000000163,Fundraising Byran Stockholm AB,SWE,ADVERTISING/ INFORMATION SER,"126,056.88"
SWE01,05/04/2013,0000000164,DEMO TV LTD,GBR,ADVERTISING/ INFORMATION SER,"498,489.43"
IRQ01,07/04/2013,0000001610,Al Sami General Trade Company Ltd,JOR,COOKING STOVES,"320,000.00"
HQSMS,08/04/2013,0000022687,ALLIED TRANSPORT AGENT,TZA,TRANSPORT SUPPORT,"178,600.00"
HQSMS,08/04/2013,0000022689,NUTRISET SA,FRA,PREPARED/ PRESERVED FOODS,"287,900.10"
SSD01,08/04/2013,0000000678,GAR-GAR TRANSPORTERS LTD,SSD,TRANSPORT SUPPORT,"326,000.00"
HQSMS,09/04/2013,0000022694,DHL GLOBAL FORWARDING (DENMARK) A/S,DNK,TRANSPORT SUPPORT,"166,411.24"
HQSMS,09/04/2013,0000022695,Anandtex International Private Limited,IND,BLANKETS,"616,111.83"
MRT01,09/04/2013,0000000529,ETS BAH OULD KHATTARY,MRT,"STRUCTURAL MATERIALS ( TIMBER,","285,804.01"
MRT01,09/04/2013,0000000530,Ets Mohamedou Ould Rabani,MRT,"STRUCTURAL MATERIALS ( TIMBER,","248,576.21"
MRT01,09/04/2013,0000000531,Ets Mohamedou Ould Rabani,MRT,PLASTIC PRODUCTS (SHEETS & ROL,"416,750.42"
MRT01,09/04/2013,0000000532,Ets Mohamedou Ould Rabani,MRT,HOUSEHOLD FURNITURE/EQUIPMENT,"100,502.51"
SDN01,09/04/2013,0000004590,Yassin Engineering & Contracting Co. Ltd,SDN,STRUCTURAL BUILDING PRODUCTS /,"182,440.00"
HQSMS,10/04/2013,0000022707,S&H SWITZERLAND,CHE,COMPUTER SERVICES,"112,106.92"
SSD01,10/04/2013,0000000695,DALMAR TRANSPORTERS LTD,SDN,TRANSPORT SUPPORT,"100,500.00"
ZMB01,10/04/2013,0000001313,TEDWORTH PROPERTIES,ZMB,BUSINESS/ ADMINISTRATIVE SER,"114,000.00"
HQSMS,11/04/2013,0000022719,O.B. WIIK AS,NOR,PREFABRICATED Warehouse,"210,870.00"
HQSMS,11/04/2013,0000022721,HEWLETT-PACKARD,CHE,COMPUTER SERVICES,"432,888.34"
COD01,12/04/2013,0000004703,SONAS KASAVUBU,COD,INSURANCE SERVICES,"146,500.00"
HQSMS,12/04/2013,0000022730,K. ARANO AND CO. LTD.,JPN,DUMP TRUCKS/TRAILERS,"1,995,144.32"
HQSMS,12/04/2013,0000022732,KUEHNE AND NAGEL A/S,DNK,TRANSPORT SUPPORT,"340,134.11"
JOR01,14/04/2013,0000001935,ABDUL LATIF JAMEEL RETAIL COMPANY LTD,SAU,MINIBUSES/ BUSES,"122,666.67"
CONS,15/04/2013,0000005036,"O'MEARA, Mr David William",AUS,FINANCIAL SERVICES,"117,581.00"
Unit,PO Date,PO ID,Vendor Name,Vendor Cntry,Item Category Descr,USD Amount
HQSMS,15/04/2013,0000022735,HUGH WOOD INC,USA,INSURANCE SERVICES,"111,068.76"
HQSMS,16/04/2013,0000022757,DOLL FAHRZEUGBAU AG,DEU,GENERAL CARGO TRUCKS,"197,088.12"
KOR01,17/04/2013,0000000496,DTV Asia Ltd.,HKG,ADVERTISING/ INFORMATION SER,"225,161.00"
HQSMS,18/04/2013,0000022798,ALPINTER,BEL,WATER CANS,"106,400.00"
HQSMS,18/04/2013,0000022802,O.K.I. GENERAL TRADING LLC,ARE,KITCHENWARE,"463,000.00"
HQSMS,18/04/2013,0000022803,BALDEV WOOLLEN INTERNATIONAL,IND,KITCHENWARE,"458,500.00"
SDN01,18/04/2013,0000004593,WFP Emergency Operation in Sudan,SDN,SECURITY/ SAFETY SERVICES,"128,265.00"
SSD01,18/04/2013,0000000716,WARRIOR SECURITY SUDAN LIMITED,SDN,SECURITY/ SAFETY SERVICES,"119,125.00"
DZA01,21/04/2013,0000000642,SALI Fatiha Vve NALOUFI,DZA,BUSINESS/ ADMINISTRATIVE SER,"136,916.80"
HQSMS,22/04/2013,0000022820,N-R-S INTERNATIONAL -  FZE,ARE,BLANKETS,"518,041.00"
HQSMS,22/04/2013,0000022821,DHL GLOBAL FORWARDING (DENMARK) A/S,DNK,TRANSPORT SUPPORT,"116,910.00"
HQSMS,22/04/2013,0000022823,NATIONAL TENT HOUSE,PAK,BLANKETS,"324,384.00"
DONIK,23/04/2013,0000000124,Government of the Republic of Korea,KOR,TENT/ CAMP/ OUTDOOR EQUIP/ ACC,"245,377.20"
HQSMS,23/04/2013,0000022835,HCL Technologies Limited,IND,COMPUTER SERVICES,"104,148.00"
KEN01,23/04/2013,0000005831,G4S SECURITY SERVICES (K) LTD,KEN,SECURITY/ SAFETY SERVICES,"310,722.27"
KEN01,23/04/2013,0000005832,HASS PETROLEUM (K) LTD,KEN,DIESEL,"276,446.52"
RWA01,23/04/2013,0000000894,ADECOBR LTD,RWA,TOOL KITS,"136,107.09"
SYR01,23/04/2013,0000003320,SAMER GHOSSEN,LBN,PERSONAL CARE PRODUCTS,"782,000.00"
COD01,24/04/2013,0000004723,SPRL HYDROFORMULE,COD,DIESEL,"165,000.00"
HQSMS,24/04/2013,0000022857,RELTEX TARPAULINS (AFRICA) EPZ LTD,KEN,PLASTIC PRODUCTS (SHEETS & ROL,"112,241.45"
HQSMS,24/04/2013,0000022867,ALPINTER,BEL,PLASTIC PRODUCTS (SHEETS & ROL,"833,600.00"
HQSMS,24/04/2013,0000022868,DHL GLOBAL FORWARDING (DENMARK) A/S,DNK,TRANSPORT SUPPORT,"143,409.96"
HQSMS,24/04/2013,0000022873,ALPINTER,BEL,KITCHENWARE,"586,000.00"
SSD01,24/04/2013,0000000744,MTN  SUDAN SOUTH SUDAN,SDN,TELECOMS SERVICES,"114,754.10"
SYR01,24/04/2013,0000003323,DHL GLOBAL FORWARDING (DENMARK) A/S,DNK,TRANSPORT SUPPORT,"125,100.00"
COD01,25/04/2013,0000004725,ENGEN,COD,PETROL/BENZINE,"321,400.00"
DONIK,26/04/2013,0000000125,UNICEF,USA,PLASTIC PRODUCTS (SHEETS & ROL,"180,859.04"
HQSMS,26/04/2013,0000022894,COELMO,ITA,GEN ACCESSORIES/ SPARE PARTS,"140,358.87"
ETH01,29/04/2013,0000002545,ADMIN. FOR REFUGEE AND RETURNEE AFFAIRS,ETH,EDUCATION/ TRAINING SERVICES,"180,365.10"
HQSMS,29/04/2013,0000022915,VISHAL METAL INDUSTRIES,IND,KITCHENWARE,"619,500.00"
HQSMS,30/04/2013,0000022924,KUEHNE AND NAGEL A/S,DNK,TRANSPORT SUPPORT,"108,775.00"
HQSMS,30/04/2013,0000022926,INTERNATIONAL DISPENSARY ASSOCIATION (ID,NLD,MISC DRUGS,"497,989.19"
HQSMS,30/04/2013,0000022927,EASTERN SURGICAL COMPANY,IND,MISC MEDICAL SUPPLIES,"138,831.03"
USA01,30/04/2013,0000000461,S.L. GREEN,USA,BUSINESS/ ADMINISTRATIVE SER,"115,500.00"
YEM01,30/04/2013,0000002301,SAMADAN STORES,YEM,BEDCLOTHES/ MATRESSES/ TOWELS,"345,150.00"
YEM01,30/04/2013,0000002302,MUSALAM TRADING CO.,YEM,CUTTING/ PUNCHING TOOLS,"143,760.00"
JOR01,01/05/2013,0000001950,Food Security stores,JOR,PREPARED/ PRESERVED FOODS,"208,947.18"
JOR01,01/05/2013,0000001951,Food Security stores,JOR,PREPARED/ PRESERVED FOODS,"645,824.83"
HQSMS,02/05/2013,0000022929,KUEHNE + NAGEL,KEN,TRANSPORT SUPPORT,"125,550.00"
JOR01,02/05/2013,0000001958,Irbid District Electricity Company LTD,JOR,UTILITIES,"324,858.76"
KEN01,02/05/2013,0000005846,PINNIE AGENCY LIMITED,KEN,MAINTENANCE/ CONSTRUCTION SER,"331,038.76"
SYR01,02/05/2013,0000003328,THE INT. FOR FOAM&MATRESSES MANUFACTURIN,JOR,BEDCLOTHES/ MATRESSES/ TOWELS,"277,800.00"
LBN01,03/05/2013,0000000738,FASTLINK S.A.L,LBN,BUSINESS/ ADMINISTRATIVE SER,"500,000.00"
TUR01,03/05/2013,0000001079,KUEHNE AND NAGEL A/S,DNK,TRANSPORT SUPPORT,"300,000.00"
SYR01,05/05/2013,0000003330,ALHOUDA CO.,LBN,SOAP/CLEANING /HYGIENE SUPPLIE,"614,700.00"
BDI01,06/05/2013,0000000548,INTERPETROL BURUNDI,BDI,DIESEL,"109,500.62"
HQSMS,07/05/2013,0000022958,RELIEF & MISSION LOGISTICS LTD,KEN,TRANSPORT SUPPORT,"297,920.00"
HQSMS,07/05/2013,0000022959,SALINA TRANSPORTERS LTD,KEN,TRANSPORT SUPPORT,"279,500.00"
HQSMS,07/05/2013,0000022960,ALLIED TRANSPORT AGENT,TZA,TRANSPORT SUPPORT,"286,000.00"
HQSMS,07/05/2013,0000022961,O.K.I. GENERAL TRADING LLC,ARE,KITCHENWARE,"120,380.00"
JORSC,07/05/2013,0000000031,Nidal and Ishaq and Ziad Ishaq Alhjazeen,JOR,BUSINESS/ ADMINISTRATIVE SER,"127,118.64"
PAK01,07/05/2013,0000004062,UNDP REPRESENTATIVE IN PAKISTAN,PAK,SECURITY/ SAFETY SERVICES,"145,294.97"
YEM01,07/05/2013,0000002313,STALLION SECURITY & SAFETY SERVICES LTD.,YEM,SECURITY/ SAFETY SERVICES,"259,250.00"
HQSMS,08/05/2013,0000022965,ORACLE SOFTWARE GMBH,CHE,COMPUTER SERVICES,"618,981.26"
TZA01,08/05/2013,0000002416,The UN WORLD FOOD PROGRAMME,ITA,CHARTERS,"606,000.00"
ZWE01,08/05/2013,0000000334,PICKTALK INVESTMENTS,ZWE,MAIZE/CORN,"107,300.00"
CHN01,09/05/2013,0000001307,DEMO TV LTD,GBR,ADVERTISING/ INFORMATION SER,"176,962.25"
HQSMS,09/05/2013,0000022972,TOYOTA GIBRALTAR STOCKHOLDINGS LTD,GBR,TERRAIN VEHICLES,"145,451.12"
JOR01,09/05/2013,0000001965,International for foam and Mattresses,JOR,BEDCLOTHES/ MATRESSES/ TOWELS,"718,079.10"
ZWE01,09/05/2013,0000000336,UNITED NATIONS DEVELOPMENT PROGRAMME,ZWE,BUSINESS/ ADMINISTRATIVE SER,"150,390.72"
HQSMS,10/05/2013,0000022982,N-R-S INTERNATIONAL -  FZE,ARE,TENT/ CAMP/ OUTDOOR EQUIP/ ACC,"3,805,000.00"
HQSMS,10/05/2013,0000022983,DHL GLOBAL FORWARDING (DENMARK) A/S,DNK,TRANSPORT SUPPORT,"202,225.13"
PSFRR,13/05/2013,0000000130,Numero Blu Servizi SpA,ITA,ADVERTISING/ INFORMATION SER,"131,815.90"
SSD01,13/05/2013,0000000786,CIVICON LIMITED,SDN,PREFABRICATED House,"145,000.00"
HQSMS,14/05/2013,0000023002,TOYOTA GIBRALTAR STOCKHOLDINGS LTD,GBR,TERRAIN VEHICLES,"358,990.04"
IRN01,14/05/2013,0000005336,Ms. Mahin Assadi,ARE,BUSINESS/ ADMINISTRATIVE SER,"168,000.00"
JOR01,14/05/2013,0000001981,Irbid District Electricity Company LTD,JOR,UTILITIES,"720,277.73"
JOR01,14/05/2013,0000001983,Kuehne+Nagel,JOR,TRANSPORT SUPPORT,"282,485.88"
SSD01,14/05/2013,0000000792,GAR-GAR TRANSPORTERS LTD,SSD,CARGO/PASSENGER TRANSPORT,"104,000.00"
HQSMS,15/05/2013,0000023016,O.K.I. GENERAL TRADING LLC,ARE,BLANKETS,"574,500.00"
HQSMS,15/05/2013,0000023017,DHL GLOBAL FORWARDING (DENMARK) A/S,DNK,TRANSPORT SUPPORT,"203,010.47"
JOR01,15/05/2013,0000001984,IrisGuard Inc,GBR,REGISTRATION EQUIP,"274,152.00"
SSD01,15/05/2013,0000000799,EDGL SUDAN COMPANY LIMITED,SSD,PREFABRICATED House,"146,000.00"
SSD01,15/05/2013,0000000800,GAR-GAR TRANSPORTERS LTD,SSD,CARGO/PASSENGER TRANSPORT,"697,000.00"
HQSMS,16/05/2013,0000023021,N-R-S INTERNATIONAL -  FZE,ARE,PLASTIC PRODUCTS (SHEETS & ROL,"811,875.00"
HQSMS,16/05/2013,0000023022,DHL GLOBAL FORWARDING (DENMARK) A/S,DNK,TRANSPORT SUPPORT,"110,647.91"
HQSMS,16/05/2013,0000023026,O.K.I. GENERAL TRADING LLC,ARE,KITCHENWARE,"555,600.00"
HQSMS,17/05/2013,0000023034,INDIA IMPEX,IND,LAMP/ LAMP COMPONENTS,"2,089,848.00"
HQSMS,17/05/2013,0000023035,DHL GLOBAL FORWARDING (DENMARK) A/S,DNK,TRANSPORT SUPPORT,"159,273.56"
SYR01,17/05/2013,0000003332,MHD. BASEM AL-MOUNAKKEL,KWT,SOAP/CLEANING /HYGIENE SUPPLIE,"368,600.00"
SYR01,17/05/2013,0000003333,ALHOUDA CO.,LBN,SOAP/CLEANING /HYGIENE SUPPLIE,"1,536,750.00"
SYR01,17/05/2013,0000003334,ALHOUDA CO.,LBN,BEDCLOTHES/ MATRESSES/ TOWELS,"1,990,000.00"
SYR01,17/05/2013,0000003335,THE INT. FOR FOAM&MATRESSES MANUFACTURIN,JOR,BEDCLOTHES/ MATRESSES/ TOWELS,"926,000.00"
JOR01,20/05/2013,0000001988,Food Security stores,JOR,PREPARED/ PRESERVED FOODS,"450,979.49"
HQSMS,21/05/2013,0000023040,K. ARANO AND CO. LTD.,JPN,GENERAL CARGO TRUCKS,"947,212.04"
HQSMS,21/05/2013,0000023041,KUEHNE AND NAGEL A/S,DNK,TRANSPORT SUPPORT,"162,676.70"
HQSMS,21/05/2013,0000023046,INTERNATIONAL DISPENSARY ASSOCIATION (ID,NLD,MISC DRUGS,"129,846.62"
HQSMS,21/05/2013,0000023047,NATIONAL TENT HOUSE,PAK,PLASTIC PRODUCTS (SHEETS & ROL,"193,000.00"
JOR01,21/05/2013,0000001991,Food Security stores,JOR,PREPARED/ PRESERVED FOODS,"229,106.44"
MMR01,21/05/2013,0000001212,Zwe Construction,MMR,MAINTENANCE/ CONSTRUCTION SER,"1,329,637.49"
MMR01,22/05/2013,0000001213,GISSAPA MYINT MAHAR CONSTRUCTION,MMR,MAINTENANCE/ CONSTRUCTION SER,"1,274,963.55"
SYR01,22/05/2013,0000003337,KINGDOM-BEIRUT SAL-(FOUR SEASONS HOTEL),LBN,BUSINESS/ ADMINISTRATIVE SER,"146,018.85"
HQSMS,23/05/2013,0000023065,AMAZON AUTO PARTS L.L.C.,ARE,TYRES/ TYRE TUBES,"139,633.10"
HQSMS,23/05/2013,0000023067,SPARTAN RELIEF SUPPLIES LIMITED,KEN,ROOFING MATERIAL,"113,797.00"
JOR01,23/05/2013,0000001996,Jordan Pioneer For Metal Industry,JOR,PREFABRICATED House,"111,016.95"
JOR01,23/05/2013,0000001997,Jordan Pioneer For Metal Industry,JOR,PREFABRICATED House,"107,853.11"
LBN01,23/05/2013,0000000765,PROTECTRON,LBN,SECURITY/ SAFETY SERVICES,"118,014.68"
SSD01,23/05/2013,0000000816,TAAM PETROLEUM LTD.,SSD,DIESEL,"337,500.00"
HQSMS,24/05/2013,0000023078,UNITED NATIONS GENERAL FUND,USA,BUSINESS/ ADMINISTRATIVE SER,"6,455,000.00"
HQSMS,24/05/2013,0000023084,RELTEX TARPAULINS (AFRICA) EPZ LTD,KEN,PLASTIC PRODUCTS (SHEETS & ROL,"937,450.00"
SSD01,24/05/2013,0000000819,GAR-GAR TRANSPORTERS LTD,SSD,TRANSPORT SUPPORT,"323,000.00"
HQSMS,27/05/2013,0000023092,KUEHNE AND NAGEL A/S,DNK,CARGO/PASSENGER TRANSPORT,"198,135.00"
NGA01,27/05/2013,0000000769,VITAFOAM NIG PLC,NGA,BEDCLOTHES/ MATRESSES/ TOWELS,"518,377.26"
YEM01,27/05/2013,0000002322,Mohammed Al-Hadi office,YEM,STORAGE/PACKING/HANDLING,"159,744.38"
Unit,PO Date,PO ID,Vendor Name,Vendor Cntry,Item Category Descr,USD Amount
HQSMS,29/05/2013,0000023108,NATIONAL TENT HOUSE,PAK,TENT/ CAMP/ OUTDOOR EQUIP/ ACC,"3,955,927.65"
HQSMS,29/05/2013,0000023109,KUEHNE AND NAGEL A/S,DNK,TRANSPORT SUPPORT,"160,485.00"
HQSMS,29/05/2013,0000023110,NATIONAL TENT HOUSE,PAK,BLANKETS,"121,718.40"
JOR01,29/05/2013,0000002006,AL-SAHA for electrical systems,JOR,MAINTENANCE/ CONSTRUCTION SER,"305,274.01"
HQSMS,30/05/2013,0000023124,N-R-S INTERNATIONAL -  FZE,ARE,PLASTIC PRODUCTS (SHEETS & ROL,"126,273.63"
KEN01,30/05/2013,0000005923,WFP SOMALIA,KEN,CHARTERS,"139,546.50"
LBN01,30/05/2013,0000000771,BOUSTANY  UNITED MACHINERIES CO.,LBN,TERRAIN VEHICLES,"160,000.00"
LBY01,30/05/2013,0000000242,Zart Oil Services Co.,LBY,SOAP/CLEANING /HYGIENE SUPPLIE,"107,059.28"
SYR01,30/05/2013,0000003342,MHD. BASEM AL-MOUNAKKEL,KWT,SOAP/CLEANING /HYGIENE SUPPLIE,"552,900.00"
HQSMS,31/05/2013,0000023148,MEDIAEDGE:CIA INTERNATIONAL LIMITED,GBR,COMPUTER SERVICES,"124,467.12"
JOR01,02/06/2013,0000002011,Bushra Engineering & Contracting Company,JOR,MAINTENANCE/ CONSTRUCTION SER,"143,008.47"
SDN01,02/06/2013,0000004623,Aswar Multi Activities Company,SDN,SECURITY/ SAFETY SERVICES,"343,905.00"
SYR01,02/06/2013,0000003343,THE INT. FOR FOAM&MATRESSES MANUFACTURIN,JOR,BEDCLOTHES/ MATRESSES/ TOWELS,"648,200.00"
GRC01,03/06/2013,0000000739,Georgios Chatziadamidis & Son O.E.,GRC,OFFICE FURNITURE,"111,762.71"
HQSMS,03/06/2013,0000023149,TECHNO RELIEF OVERSEAS (I) PVT LTD,IND,BEDCLOTHES/ MATRESSES/ TOWELS,"171,545.75"
KOR01,03/06/2013,0000000504,"Doum & Nanum Co., Ltd.",KOR,ADVERTISING/ INFORMATION SER,"124,223.60"
KOR01,03/06/2013,0000000505,Appco Korea Ltd.,KOR,ADVERTISING/ INFORMATION SER,"137,533.27"
KOR01,03/06/2013,0000000506,DTV Asia Ltd.,HKG,ADVERTISING/ INFORMATION SER,"102,843.54"
LBY01,03/06/2013,0000000243,KHALED MOHAMMED ABUALKHER,LBY,STRUCTURAL BUILDING PRODUCTS /,"118,837.21"
DJI01,04/06/2013,0000000610,CARE INTERNATIONAL IN DJIBOUTI,DJI,BUSINESS/ ADMINISTRATIVE SER,"250,000.00"
DJI01,04/06/2013,0000000611,LUTHERAN WORLD FEDERATION - DJIBOUTI,DJI,BUSINESS/ ADMINISTRATIVE SER,"125,000.00"
HQSMS,04/06/2013,0000023162,N-R-S INTERNATIONAL -  FZE,ARE,WATER CANS,"133,000.00"
HQSMS,04/06/2013,0000023170,ALPINTER,BEL,PLASTIC PRODUCTS (SHEETS & ROL,"733,470.00"
