Unit,PO Date,PO ID,Vendor Name,Vendor Cntry,Item Category Descr,USD Amount
KEN01,21-Dec-09,0000002132,MELLECH ENGINEERING & CONSTRUCTION LTD,KEN,MAINTENANCE/ CONSTRUCTION SER,"189,788"
KEN01,21-Dec-09,0000002134,TECHNO RELIEF SERVICES,KEN,BLANKETS,"207,320"
KEN01,21-Dec-09,0000002141,ORION EAST AFRICA LIMITED,KEN,SEEDS/ BULBS/ SEEDLINGS,"199,725"
NPL01,21-Dec-09,0000000238,B.K. SHRESTHA & BUILDERS (P) LTD.,NPL,BUSINESS/ ADMINISTRATIVE SER,"118,025"
SDN01,21-Dec-09,0000001917,UNDP COUNTRY OFFICE - SUDAN,SDN,FINANCIAL SERVICES,"239,210"
SDN01,21-Dec-09,0000001919,MACDOWEL LIMITED,SDN,MAINTENANCE/ CONSTRUCTION SER,"1,000,000"
TZA01,21-Dec-09,0000001385,ENGEN PETROLEUM (TANZANIA) LTD,TZA,DIESEL,"333,725"
TZA01,21-Dec-09,0000001389,ENGEN PETROLEUM (TANZANIA) LTD,TZA,DIESEL,"145,898"
HQSMS,20-Dec-09,0000012951,TOYOTA MOTOR CORPORATION,JPN,SAFETY/ RESCUE VEHICLE,"129,989"
HQSMS,20-Dec-09,0000012954,TOYOTA MOTOR CORPORATION,JPN,SAFETY/ RESCUE VEHICLE,"260,321"
HQSMS,20-Dec-09,0000012962,TOYOTA MOTOR CORPORATION,JPN,TERRAIN VEHICLES,"635,469"
PAK01,20-Dec-09,0000001833,NOHA PVT LTD,PAK,CLOTHING,"764,749"
SYR01,20-Dec-09,0000001873,WORLD COMPANY FOR CONTRACTING,SYR,MAINTENANCE/ CONSTRUCTION SER,"126,913"
BDI01,19-Dec-09,0000000202,INTERPETROL BURUNDI,BDI,DIESEL,"130,000"
HQSMS,19-Dec-09,0000012923,FWW FAHRZEUGWERK Gmbh,DEU,GENERAL CARGO TRUCKS,"309,075"
HQSMS,19-Dec-09,0000012924,FWW FAHRZEUGWERK Gmbh,DEU,GENERAL CARGO TRUCKS,"309,075"
HQSMS,19-Dec-09,0000012927,TOYOTA MOTOR CORPORATION,JPN,TERRAIN VEHICLES,"167,234"
HQSMS,19-Dec-09,0000012934,TOYOTA MOTOR CORPORATION,JPN,TERRAIN VEHICLES,"1,625,217"
HQSMS,19-Dec-09,0000012942,TOYOTA MOTOR CORPORATION,JPN,TERRAIN VEHICLES,"1,266,525"
HQSMS,19-Dec-09,0000012946,TOYOTA GIBRALTAR STOCKHOLDINGS LTD,GBR,TERRAIN VEHICLES,"294,861"
KEN01,19-Dec-09,0000002104,GALANA OIL KENYA LIMITED,KEN,DIESEL,"213,833"
HQSMS,18-Dec-09,0000012869,SPARTAN RELIEF SUPPLIES LIMITED,KEN,BLANKETS,"147,950"
HQSMS,18-Dec-09,0000012873,ZURICH INSURANCE,CHE,INSURANCE SERVICES,"192,064"
HQSMS,18-Dec-09,0000012882,HUGH WOOD INC,USA,INSURANCE SERVICES,"147,521"
HQSMS,18-Dec-09,0000012895,O.B. WIIK AS,NOR,PREFABRICATED Warehouse,"174,792"
HQSMS,18-Dec-09,0000012915,PUYOUNG IND CO. LTD,KOR,PLASTIC PRODUCTS (SHEETS & ROL,"246,900"
HQSMS,18-Dec-09,0000012916,KUEHNE & NAGEL A/S,DNK,TRANSPORT SUPPORT,"103,560"
HQSMS,18-Dec-09,0000012919,VAN VLIET MIDDLE EAST FZE,ARE,GENERAL CARGO TRUCKS,"145,996"
KEN01,18-Dec-09,0000002087,SCHOOL OUTFITTERS,KEN,PERSONAL CARE PRODUCTS,"472,498"
RSHNA,18-Dec-09,0000000412,AL TASAHEEL (ASP) TRADING LLC,ARE,TYRES/ TYRE TUBES,"143,130"
HQSMS,17-Dec-09,0000012777,VANDANA LOGISTICS,IND,BEDCLOTHES/ MATRESSES/ TOWELS,"210,600"
HQSMS,17-Dec-09,0000012778,TECHNO RELIEF OVERSEAS (I) PVT LTD,IND,KITCHENWARE,"174,874"
HQSMS,17-Dec-09,0000012781,PUYOUNG IND CO. LTD,KOR,PLASTIC PRODUCTS (SHEETS & ROL,"288,720"
HQSMS,17-Dec-09,0000012843,TECHNO RELIEF OVERSEAS (I) PVT LTD,IND,KITCHENWARE,"142,450"
HQSMS,17-Dec-09,0000012847,Farmingtons AUTOMOTIVE Gmbh,DEU,ARMOURED VEHICLES,"1,963,735"
HQSMS,17-Dec-09,0000012849,ALLEN VANGUARD LTD,GBR,SECURITY/ DETECTION EQUIP/ SUP,"682,874"
SCG02,16-Dec-09,0000000915,"NNTP ""AL-TRADE""",SRB,PREFABRICATED House,"184,757"
ETH01,15-Dec-09,0000000878,AL-YUSUF GENERAL CONTRACTOR,ETH,MAINTENANCE/ CONSTRUCTION SER,"136,752"
HQSMS,15-Dec-09,0000012746,QINGDAO GYOHA EN TECH CO. LTD.,CHN,PLASTIC PRODUCTS (SHEETS & ROL,"193,936"
HQSMS,15-Dec-09,0000012758,VESTERGAARD FRANDSEN GROUP,CHE,MOSQUITO NET,"166,400"
HQSMS,15-Dec-09,0000012761,MOTORENFABRIK HATZ GMBH & CO. KG,DEU,POWER GENERATORS,"153,747"
LKA01,15-Dec-09,0000001558,TOYOTA LANKA (PVT) LTD,LKA,DELIVERY VEHICLES/ PICK-UPS,"254,912"
RSHNA,15-Dec-09,0000000403,CELTEL KENYA LTD.,KEN,TELECOMS SERVICES,"200,000"
HQSMS,14-Dec-09,0000012708,N-R-S INTERNATIONAL - FZE,ARE,TENT/ CAMP/ OUTDOOR EQUIP/ ACC,"442,216"
HQSMS,14-Dec-09,0000012719,SIFY TECHNOLOGIES LTD,IND,EDUCATION/ TRAINING SERVICES,"110,000"
HQSMS,14-Dec-09,0000012741,GIUNTI LABS S.R.L.,ITA,EDUCATION/ TRAINING SERVICES,"100,000"
KEN01,14-Dec-09,0000002041,BIDCO OIL REFINERIES LIMITED,KEN,SOAP/CLEANING /HYGIENE SUPPLIE,"176,000"
KEN01,14-Dec-09,0000002046,GALANA OIL KENYA LIMITED,KEN,DIESEL,"115,459"
KEN01,14-Dec-09,0000002051,GALANA OIL KENYA LIMITED,KEN,DIESEL,"135,979"
SYR01,13-Dec-09,0000001850,KADMOUSY FOR CONSTRUCTION,SYR,HEALTHCARE SERVICES,"120,439"
GEO01,11-Dec-09,0000000828,KOME LTD,GEO,"STRUCTURAL MATERIALS ( TIMBER,","1,212,822"
HQSMS,11-Dec-09,0000012686,DANOFFICE PLC,DNK,COMPUTERS,"140,045"
HQSMS,11-Dec-09,0000012691,TOYOP RELIEF PVT LTD,IND,BLANKETS,"111,240"
HQSMS,10-Dec-09,0000012664,Scan Global Logistics,DNK,CHARTERS,"1,100,000"
HQSMS,10-Dec-09,0000012667,"NISSAN TRADING CO., LTD.",JPN,TERRAIN VEHICLES,"228,771"
HQSMS,10-Dec-09,0000012672,"NISSAN TRADING CO., LTD.",JPN,TERRAIN VEHICLES,"221,336"
HQSMS,10-Dec-09,0000012674,DAY SOFTWARE AG,CHE,COMPUTER SERVICES,"168,132"
TZA01,10-Dec-09,0000001367,JAMANA PRINTERS LIMITED,TZA,PHOTO/ GRAPHIC/ DESIGN SER,"144,768"
HQSMS,9-Dec-09,0000012641,"NISSAN TRADING CO., LTD.",JPN,MINIBUSES/ BUSES,"128,576"
HQSMS,9-Dec-09,0000012644,Sunrise Corporation,IND,PLASTIC PRODUCTS (SHEETS & ROL,"178,000"
COD01,8-Dec-09,0000002084,STRONG NKV,COD,FINANCIAL SERVICES,"107,249"
HQSMS,8-Dec-09,0000012609,TOYOTA GIBRALTAR STOCKHOLDINGS LTD,GBR,TERRAIN VEHICLES,"1,311,309"
HQSMS,8-Dec-09,0000012610,KUEHNE & NAGEL A/S,DNK,CARGO/PASSENGER TRANSPORT,"247,630"
HQSMS,8-Dec-09,0000012612,Farmingtons AUTOMOTIVE Gmbh,DEU,ARMOURED VEHICLES,"173,922"
HQSMS,8-Dec-09,0000012613,TECHNO RELIEF OVERSEAS (I) PVT LTD,IND,BLANKETS,"534,600"
HQSMS,8-Dec-09,0000012614,Farmingtons AUTOMOTIVE Gmbh,DEU,ARMOURED VEHICLES,"347,843"
HQSMS,8-Dec-09,0000012615,VANDANA LOGISTICS,IND,KITCHENWARE,"456,840"
HQSMS,8-Dec-09,0000012616,VESTERGAARD FRANDSEN GROUP,CHE,MOSQUITO NET,"299,520"
IRQ01,8-Dec-09,0000000739,Kuehne+Nagel,JOR,CARGO/PASSENGER TRANSPORT,"200,000"
JOR01,8-Dec-09,0000000582,ITALIAN HOSPITAL,JOR,CIVIL AFFAIRS SERVICES,"353,107"
JOR01,8-Dec-09,0000000583,Luzmilla Hospital,JOR,CIVIL AFFAIRS SERVICES,"240,113"
SYR01,8-Dec-09,0000001811,Al-Amir Co for Food Products/Al Amir Lil,SYR,FISH,"322,402"
SYR01,8-Dec-09,0000001812,Al-Amir Co for Food Products/Al Amir Lil,SYR,SUGAR,"426,400"
SYR01,8-Dec-09,0000001813,"KHARBOUTLY, Mohamed Mazen",SYR,BEVERAGES,"582,400"
ETH01,7-Dec-09,0000000845,KB PLC,ETH,WATER PUMPS,"108,926"
ETH01,7-Dec-09,0000000850,ASEFA GURMESA GENERAL CONTRACTOR,ETH,MAINTENANCE/ CONSTRUCTION SER,"145,272"
KEN01,7-Dec-09,0000001986,WFP SOMALIA,KEN,CHARTERS,"234,750"
RWA01,7-Dec-09,0000000388,ERI-RWANDA,RWA,SOAP/CLEANING /HYGIENE SUPPLIE,"164,577"
TZA01,7-Dec-09,0000001345,ENGEN PETROLEUM (TANZANIA) LTD,TZA,DIESEL,"176,995"
TZA01,7-Dec-09,0000001355,ENGEN PETROLEUM (TANZANIA) LTD,TZA,DIESEL,"234,858"
IRQ01,6-Dec-09,0000000726,Kuehne+Nagel,JOR,CARGO/PASSENGER TRANSPORT,"145,200"
HQSMS,4-Dec-09,0000012578,A TO Z TEXTILE MILLS LTD,TZA,MOSQUITO NET,"212,327"
LKA01,4-Dec-09,0000001491,BENHAM INTERNATIONAL (PVT) LTD,LKA,TOOL KITS,"125,637"
LKA01,4-Dec-09,0000001497,RELIANCE TRADING COMPANY,LKA,AGRICULTURE/ GARDEN TOOLS,"136,743"
HQSMS,3-Dec-09,0000012563,PUYOUNG IND CO. LTD,KOR,PLASTIC PRODUCTS (SHEETS & ROL,"189,600"
MDA01,3-Dec-09,0000000151,SC ACMIA-CON SRL,MDA,MAINTENANCE/ CONSTRUCTION SER,"111,755"
PAK01,3-Dec-09,0000001743,Top Star Industries ( Pvt ) Limited,PAK,BEDCLOTHES/ MATRESSES/ TOWELS,"175,376"
HQSMS,2-Dec-09,0000012532,QINGDAO GYOHA EN TECH CO. LTD.,CHN,PLASTIC PRODUCTS (SHEETS & ROL,"138,640"
HQSMS,2-Dec-09,0000012536,DANOFFICE PLC,DNK,COMPUTERS,"206,003"
PAK01,2-Dec-09,0000001731,N-R-S INTERNATIONAL - FZE,ARE,TENT/ CAMP/ OUTDOOR EQUIP/ ACC,"1,996,000"
PAK01,2-Dec-09,0000001733,NATIONAL TENT HOUSE,PAK,TENT/ CAMP/ OUTDOOR EQUIP/ ACC,"2,000,000"
SOM01,2-Dec-09,0000000245,KALUWORKS LTD.,KEN,KITCHENWARE,"161,875"
SYR01,2-Dec-09,0000001786,ALHAYAT MEDICAL SERVICES,SYR,MISC MEDICAL SUPPLIES,"122,807"
TZA01,2-Dec-09,0000001318,ENGEN PETROLEUM (TANZANIA) LTD,TZA,DIESEL,"142,629"
HQSMS,1-Dec-09,0000012492,PRIYANKA (INDIA) PVT LTD,IND,KITCHENWARE,"135,000"
HQSMS,1-Dec-09,0000012505,Sunrise Corporation,IND,PLASTIC PRODUCTS (SHEETS & ROL,"178,000"
KEN01,1-Dec-09,0000001975,NAIROBI PLASTICS LTD,KEN,WATER CANS,"119,879"
ETH01,30-Nov-09,0000000825,KB PLC,ETH,WATER PIPES/ RELATED SUPPLIERS,"140,968"
HQSMS,30-Nov-09,0000012459,VANDANA LOGISTICS,IND,KITCHENWARE,"114,307"
HQSMS,30-Nov-09,0000012468,TECHNO RELIEF OVERSEAS (I) PVT LTD,IND,BLANKETS,"115,500"
HQSMS,30-Nov-09,0000012475,VANDANA LOGISTICS,IND,KITCHENWARE,"486,000"
HQSMS,27-Nov-09,0000012422,WESTERN AUTO LLC,ARE,WATER COOLED POWER GENERATORS,"351,991"
HQSMS,26-Nov-09,0000012402,H. NIZAM DIN AND SONS LTD.,PAK,TENT/ CAMP/ OUTDOOR EQUIP/ ACC,"168,000"
THA01,26-Nov-09,0000000363,FIRST 'N' FIRST COMPANY LIMITED,THA,SOAP/CLEANING /HYGIENE SUPPLIE,"143,329"
THA01,26-Nov-09,0000000364,"PRINCESS BRA CO., LTD.",THA,PERSONAL CARE PRODUCTS,"305,655"
HQSMS,25-Nov-09,0000012390,TOYOTA MOTOR CORPORATION,JPN,DELIVERY VEHICLES/ PICK-UPS,"310,832"
KEN01,25-Nov-09,0000001951,RAJWA COMPANY LIMITED,KEN,DECONTAMINATION/ CLEANING SER,"105,340"
YEM01,25-Nov-09,0000000950,Furniture Al-Awadi,YEM,BEDCLOTHES/ MATRESSES/ TOWELS,"794,742"
AFG01,24-Nov-09,0000001236,NATIONAL TENT HOUSE,PAK,TENT/ CAMP/ OUTDOOR EQUIP/ ACC,"403,125"
HQSMS,24-Nov-09,0000012357,UN INTERNATIONAL COMPUTING CENTRE,CHE,COMPUTER SERVICES,"229,831"
SYR01,24-Nov-09,0000001771,Al-Amir Co for Food Products/Al Amir Lil,SYR,RICE,"157,895"
HQSMS,23-Nov-09,0000012326,Farmingtons AUTOMOTIVE Gmbh,DEU,ARMOURED VEHICLES,"359,112"
HQSMS,23-Nov-09,0000012331,TOYOTA GIBRALTAR STOCKHOLDINGS LTD,GBR,TERRAIN VEHICLES,"290,338"
HQSMS,23-Nov-09,0000012342,QINGDAO GYOHA EN TECH CO. LTD.,CHN,PLASTIC PRODUCTS (SHEETS & ROL,"290,904"
ETH01,20-Nov-09,0000000817,AFRICAN HUMANITARIAN AID & DEV.,ETH,TENT/ CAMP/ OUTDOOR EQUIP/ ACC,"137,490"
HQSMS,20-Nov-09,0000012290,SITA,CHE,COMPUTER SERVICES,"450,000"
HQSMS,20-Nov-09,0000012294,KITCHEN ESSENTIALS,IND,BLANKETS,"218,880"
HQSMS,20-Nov-09,0000012297,TECHNO RELIEF OVERSEAS (I) PVT LTD,IND,KITCHENWARE,"174,874"
HQSMS,20-Nov-09,0000012300,VESTERGAARD FRANDSEN GROUP,CHE,MOSQUITO NET,"332,800"
TCD01,20-Nov-09,0000001571,STAR NATIONALE s.a.,TCD,INSURANCE SERVICES,"101,482"
HQSMS,19-Nov-09,0000012279,DANOFFICE PLC,DNK,DATA COLLECTION EQUIPMENT,"311,176"
HQSMS,19-Nov-09,0000012282,DANOFFICE PLC,DNK,COMPUTERS,"112,746"
ITA01,19-Nov-09,0000000740,GRUPPO VIESSE FM SPA,ITA,ADVERTISING/ INFORMATION SER,"244,083"
ITA01,19-Nov-09,0000000741,ED CONTACT S.R.L.,ITA,ADVERTISING/ INFORMATION SER,"155,325"
ITA01,19-Nov-09,0000000742,APPCO DIRECT ITALY SRL,ITA,ADVERTISING/ INFORMATION SER,"1,427,515"
PAK01,19-Nov-09,0000001701,BIO-ID TECHNOLOGIES SA,CHE,COMPUTER SERVICES,"117,849"
ETH01,18-Nov-09,0000000812,UNITED ALPHA COMMERCIAL PLC,ETH,DOMESTIC APPLIANCES,"130,378"
HQSMS,18-Nov-09,0000012272,LLC Factory RIDA,RUS,ARMOURED VEHICLES,"192,704"
IDN01,18-Nov-09,0000000246,PT. RAVINDO BANGUN PERSADA,IDN,BUSINESS/ ADMINISTRATIVE SER,"130,878"
SCG02,18-Nov-09,0000000886,"NNTP ""AL-TRADE""",SRB,PREFABRICATED House,"145,897"
KEN01,17-Nov-09,0000001904,GTZ-UNHCR KAKUMA 2007,KEN,COOKING STOVES,"110,412"
SYR01,17-Nov-09,0000001756,ALHOUDA CO.,SYR,PERSONAL CARE PRODUCTS,"734,667"
HQSMS,16-Nov-09,0000012234,QINGDAO GYOHA EN TECH CO. LTD.,CHN,PLASTIC PRODUCTS (SHEETS & ROL,"436,800"
HQSMS,16-Nov-09,0000012248,Farmingtons AUTOMOTIVE Gmbh,DEU,ARMOURED VEHICLES,"339,243"
PAK01,16-Nov-09,0000001686,GOHAR TEXTILE MILLS PVT. LTD,PAK,BEDCLOTHES/ MATRESSES/ TOWELS,"931,006"
PAK01,16-Nov-09,0000001687,IMGC GLOBAL (PVT) LTD,PAK,BEDCLOTHES/ MATRESSES/ TOWELS,"2,143,715"
PAK01,16-Nov-09,0000001688,FMG SUPPLIES,PAK,BEDCLOTHES/ MATRESSES/ TOWELS,"1,389,067"
TZA01,16-Nov-09,0000001295,A TO Z TEXTILE MILLS LTD,TZA,MOSQUITO NET,"181,740"
HQSMS,15-Nov-09,0000012220,QINGDAO GYOHA EN TECH CO. LTD.,CHN,PLASTIC PRODUCTS (SHEETS & ROL,"162,375"
HQSMS,15-Nov-09,0000012223,NATIONAL TENT HOUSE,PAK,TENT/ CAMP/ OUTDOOR EQUIP/ ACC,"451,500"
HQSMS,15-Nov-09,0000012226,PALM BEACH CAMPING MFG. LTD.,CHN,TENT/ CAMP/ OUTDOOR EQUIP/ ACC,"145,560"
SYR01,15-Nov-09,0000001746,FORANI Bros Company,SYR,PERSONAL CARE PRODUCTS,"420,109"
SYR01,15-Nov-09,0000001747,FORANI Bros Company,SYR,PERSONAL CARE PRODUCTS,"685,238"
HQSMS,13-Nov-09,0000012206,TOYOTA MOTOR CORPORATION,JPN,TERRAIN VEHICLES,"318,025"
PAK01,13-Nov-09,0000001672,H. SHEIKH NOOR-UD-DIN & SONS (PVT) LTD,PAK,BLANKETS,"1,201,394"
PAK01,13-Nov-09,0000001673,IMGC GLOBAL (PVT) LTD,PAK,BLANKETS,"443,230"
PAK01,13-Nov-09,0000001674,H. NIZAM DIN AND SONS LTD.,PAK,BLANKETS,"1,375,430"
PAK01,13-Nov-09,0000001675,NATIONAL TENT HOUSE,PAK,BLANKETS,"760,994"
PAK01,13-Nov-09,0000001676,Top Star Industries ( Pvt ) Limited,PAK,BEDCLOTHES/ MATRESSES/ TOWELS,"609,919"
PAK01,13-Nov-09,0000001677,NATIONAL TENT HOUSE,PAK,BEDCLOTHES/ MATRESSES/ TOWELS,"254,107"
TZA01,13-Nov-09,0000001293,SOAP AND ALLIED INDUSTRIES LIMITED,TZA,SOAP/CLEANING /HYGIENE SUPPLIE,"117,375"
HQSMS,12-Nov-09,0000012192,INTERNATIONAL DISPENSARY ASSOCIATION (ID,NLD,MISC DRUGS,"156,869"
HQSMS,12-Nov-09,0000012197,UNITED NATIONS OFFICE AT GENEVA,CHE,MEETING/TRAVEL/ FOOD SER,"104,000"
PAK01,12-Nov-09,0000001667,NATIONAL TENT HOUSE,PAK,TENT/ CAMP/ OUTDOOR EQUIP/ ACC,"1,149,751"
PAK01,12-Nov-09,0000001668,H. NIZAM DIN AND SONS LTD.,PAK,TENT/ CAMP/ OUTDOOR EQUIP/ ACC,"867,500"
PAK01,12-Nov-09,0000001669,N-R-S INTERNATIONAL - FZE,ARE,TENT/ CAMP/ OUTDOOR EQUIP/ ACC,"1,151,500"
HQSMS,11-Nov-09,0000012184,BESTNET EUROPE LTD,GBR,MOSQUITO NET,"165,073"
BGD01,10-Nov-09,0000000424,Alif Rice Agency,BGD,MAINTENANCE/ CONSTRUCTION SER,"354,697"
BGD01,10-Nov-09,0000000425,S S Constructions,BGD,MAINTENANCE/ CONSTRUCTION SER,"234,694"
KEN01,10-Nov-09,0000001875,WORLD FOOD PROGRAMME (WFP),ITA,CHARTERS,"229,606"
HQSMS,9-Nov-09,0000012158,QINGDAO GYOHA EN TECH CO. LTD.,CHN,PLASTIC PRODUCTS (SHEETS & ROL,"356,720"
HQSMS,9-Nov-09,0000012161,PRIYANKA (INDIA) PVT LTD,IND,KITCHENWARE,"381,888"
MDA01,9-Nov-09,0000000137,"ALBION TRADE AND COMMERCE LLC,",DEU,PASSENGER VEHICLES,"113,400"
ZAF01,9-Nov-09,0000000447,V&M GRAINS,ZAF,BEANS,"170,823"
YEM01,7-Nov-09,0000000911,Almagd Establishment For Trading and Co,YEM,MAINTENANCE/ CONSTRUCTION SER,"233,676"
HQSMS,6-Nov-09,0000012142,VESTERGAARD FRANDSEN GROUP,CHE,MOSQUITO NET,"366,080"
SDN01,6-Nov-09,0000001744,WAKE REMO.CO.LTD,SDN,MAINTENANCE/ CONSTRUCTION SER,"112,300"
TCD01,6-Nov-09,0000001516,ENTREPRISE DE CONSTRUCTION ET GENIE CIVI,TCD,MAINTENANCE/ CONSTRUCTION SER,"313,929"
HQSMS,5-Nov-09,0000012128,The Swedish Civil Contingencies,SWE,EDUCATION/ TRAINING SERVICES,"100,000"
HQSMS,4-Nov-09,0000012116,COELMO,ITA,POWER GENERATORS,"288,299"
AFG01,3-Nov-09,0000001217,ARMOURED PROJECT VEHICLE,GIB,ARMOURED VEHICLES,"196,223"
IRQ01,3-Nov-09,0000000669,UNITED NATIONS ASS. MISSION FOR IRAQ,KWT,BUSINESS/ ADMINISTRATIVE SER,"121,756"
HQSMS,2-Nov-09,0000012100,TOYOTA MOTOR CORPORATION,JPN,TERRAIN VEHICLES,"102,943"
KEN01,2-Nov-09,0000001856,TECHNO RELIEF SERVICES,KEN,BLANKETS,"154,474"
AFG01,1-Nov-09,0000001207,WESTERN AUTO LLC,ARE,POWER GENERATORS,"126,893"
HQSMS,30-Oct-09,0000012080,TOYOTA MOTOR CORPORATION,JPN,MINIBUSES/ BUSES,"326,148"
HQSMS,30-Oct-09,0000012086,TOYOTA MOTOR CORPORATION,JPN,TERRAIN VEHICLES,"157,009"
ITA01,30-Oct-09,0000000722,APPCO DIRECT ITALY SRL,ITA,ADVERTISING/ INFORMATION SER,"161,442"
SOM01,30-Oct-09,0000000238,KALUWORKS LTD.,KEN,KITCHENWARE,"213,675"
TZA01,30-Oct-09,0000001280,ENGEN PETROLEUM (TANZANIA) LTD,TZA,DIESEL,"310,669"
HQSMS,29-Oct-09,0000012075,KUEHNE & NAGEL A/S,DNK,TRANSPORT SUPPORT,"165,000"
HQSMS,27-Oct-09,0000012055,DANOFFICE PLC,DNK,COMPUTERS,"102,951"
HQSMS,27-Oct-09,0000012062,A TO Z TEXTILE MILLS LTD,TZA,MOSQUITO NET,"262,350"
HQSMS,27-Oct-09,0000012064,DOK-ING D.O.O.,HRV,SECURITY/ DETECTION EQUIP/ SUP,"2,185,157"
PAK01,27-Oct-09,0000001636,Kamran and Brothers,PAK,MAINTENANCE/ CONSTRUCTION SER,"254,418"
SLE01,27-Oct-09,0000000452,GURU NANAK ENTERPRISE,SLE,ROOFING MATERIAL,"105,000"
SLE01,27-Oct-09,0000000453,GURU NANAK ENTERPRISE,SLE,CONCRETE/ CEMENT/ PLASTER,"108,000"
HQSMS,26-Oct-09,0000012051,DANOFFICE PLC,DNK,COMPUTERS,"354,023"
HQSMS,26-Oct-09,0000012052,DANOFFICE PLC,DNK,COMPUTERS,"187,174"
HQSMS,26-Oct-09,0000012054,KUEHNE & NAGEL A/S,DNK,CARGO/PASSENGER TRANSPORT,"220,000"
PAK01,26-Oct-09,0000001629,H. NIZAM DIN AND SONS LTD.,PAK,MAINTENANCE/ CONSTRUCTION SER,"3,221,962"
PAK01,26-Oct-09,0000001630,NATIONAL TENT HOUSE,PAK,MAINTENANCE/ CONSTRUCTION SER,"5,216,941"
